customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update,address,district,city_id,postal_code,phone,location
476,1,"DERRICK","BOURQUE","DERRICK.BOURQUE@sakilacustomer.org",481,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"1153 Allende Way","Québec",179,20336,856872225376,"POINT (0 0)"
478,1,"LEWIS","LYMAN","LEWIS.LYMAN@sakilacustomer.org",483,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"632 Usolje-Sibirskoje Parkway","Ha Darom",36,73085,667648979883,"POINT (0 0)"
486,1,"GLEN","TALBERT","GLEN.TALBERT@sakilacustomer.org",491,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"1789 Saint-Denis Parkway","Coahuila de Zaragoza",4,8268,936806643983,"POINT (0 0)"
490,1,"SAM","MCDUFFIE","SAM.MCDUFFIE@sakilacustomer.org",495,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"656 Matamoros Drive","Boyac",487,19489,17305839123,"POINT (0 0)"
512,1,"CECIL","VINES","CECIL.VINES@sakilacustomer.org",517,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"548 Uruapan Street","Ontario",312,35653,879347453467,"POINT (0 0)"
535,1,"JAVIER","ELROD","JAVIER.ELROD@sakilacustomer.org",541,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"195 Ilorin Street","Chari-Baguirmi",363,49250,8912935608,"POINT (0 0)"
553,1,"MAX","PITT","MAX.PITT@sakilacustomer.org",559,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"1917 Kumbakonam Parkway","Vojvodina",368,11892,698182547686,"POINT (0 0)"
580,1,"ROSS","GREY","ROSS.GREY@sakilacustomer.org",586,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"951 Springs Lane","Central Mindanao",219,96115,165164761435,"POINT (0 0)"
581,1,"VIRGIL","WOFFORD","VIRGIL.WOFFORD@sakilacustomer.org",587,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"760 Miyakonojo Drive","Guerrero",246,64682,294449058179,"POINT (0 0)"
586,1,"KIRK","STCLAIR","KIRK.STCLAIR@sakilacustomer.org",592,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"1923 Stara Zagora Lane","Nantou",546,95179,182178609211,"POINT (0 0)"
20,2,"SHARON","ROBINSON","SHARON.ROBINSON@sakilacustomer.org",24,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1688 Okara Way","Nothwest Border Prov",327,21954,144453869132,"POINT (0 0)"
24,2,"KIMBERLY","LEE","KIMBERLY.LEE@sakilacustomer.org",28,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"96 Tafuna Way","Córdoba",128,99865,934730187245,"POINT (0 0)"
26,2,"JESSICA","HALL","JESSICA.HALL@sakilacustomer.org",30,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"18 Duisburg Boulevard","Sind",121,58327,998009777982,"POINT (0 0)"
27,2,"SHIRLEY","ALLEN","SHIRLEY.ALLEN@sakilacustomer.org",31,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"217 Botshabelo Place","Southern Mindanao",138,49521,665356572025,"POINT (0 0)"
35,2,"VIRGINIA","GREEN","VIRGINIA.GREEN@sakilacustomer.org",39,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"391 Callao Drive","Midi-Pyrnes",544,34021,440512153169,"POINT (0 0)"
55,2,"DORIS","REED","DORIS.REED@sakilacustomer.org",59,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1697 Kowloon and New Kowloon Loop","Moskova",49,57807,499352017190,"POINT (0 0)"
66,2,"JANICE","WARD","JANICE.WARD@sakilacustomer.org",70,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1150 Kimchon Manor","Skne ln",321,96109,663449333709,"POINT (0 0)"
69,2,"JUDY","GRAY","JUDY.GRAY@sakilacustomer.org",73,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1031 Daugavpils Parkway","Béchar",63,59025,107137400143,"POINT (0 0)"
70,2,"CHRISTINA","RAMIREZ","CHRISTINA.RAMIREZ@sakilacustomer.org",74,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1124 Buenaventura Drive","Mekka",13,6856,407733804223,"POINT (0 0)"
72,2,"THERESA","WATSON","THERESA.WATSON@sakilacustomer.org",76,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"89 Allappuzha (Alleppey) Manor","National Capital Reg",517,75444,255800440636,"POINT (0 0)"
75,2,"TAMMY","SANDERS","TAMMY.SANDERS@sakilacustomer.org",79,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1551 Rampur Lane","Changhwa",108,72394,251164340471,"POINT (0 0)"
77,2,"JANE","BENNETT","JANE.BENNETT@sakilacustomer.org",81,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1692 Ede Loop","São Paulo",30,9223,918711376618,"POINT (0 0)"
92,2,"TINA","SIMMONS","TINA.SIMMONS@sakilacustomer.org",96,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"984 Effon-Alaiye Avenue","Gois",183,17119,132986892228,"POINT (0 0)"
99,2,"EMILY","DIAZ","EMILY.DIAZ@sakilacustomer.org",103,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"588 Vila Velha Manor","Kyongsangbuk",268,51540,333339908719,"POINT (0 0)"
113,2,"CINDY","FISHER","CINDY.FISHER@sakilacustomer.org",117,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1079 Tel Aviv-Jaffa Boulevard","Sucre",132,10885,358178933857,"POINT (0 0)"
131,2,"MONICA","HICKS","MONICA.HICKS@sakilacustomer.org",135,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1752 So Leopoldo Parkway","Taka-Karpatia",345,14014,252265130067,"POINT (0 0)"
150,2,"DANIELLE","DANIELS","DANIELLE.DANIELS@sakilacustomer.org",154,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"781 Shimonoseki Drive","Michoacn de Ocampo",202,95444,632316273199,"POINT (0 0)"
160,2,"ERIN","DUNN","ERIN.DUNN@sakilacustomer.org",164,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1623 Baha Blanca Manor","Moskova",310,81511,149981248346,"POINT (0 0)"
165,2,"LORRAINE","STEPHENS","LORRAINE.STEPHENS@sakilacustomer.org",169,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"154 Tallahassee Loop","Xinxiang",199,62250,935508855935,"POINT (0 0)"
178,2,"MARION","SNYDER","MARION.SNYDER@sakilacustomer.org",182,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1891 Rizhao Boulevard","São Paulo",456,47288,391065549876,"POINT (0 0)"
183,2,"IDA","ANDREWS","IDA.ANDREWS@sakilacustomer.org",187,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1839 Szkesfehrvr Parkway","Gois",317,55709,947468818183,"POINT (0 0)"
193,2,"KATIE","ELLIOTT","KATIE.ELLIOTT@sakilacustomer.org",197,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"447 Surakarta Loop","Nyanza",271,10428,940830176580,"POINT (0 0)"
198,2,"ELSIE","KELLEY","ELSIE.KELLEY@sakilacustomer.org",202,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"955 Bamenda Way","Ondo & Ekiti",218,1545,768481779568,"POINT (0 0)"
205,2,"EILEEN","CARR","EILEEN.CARR@sakilacustomer.org",209,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1679 Antofagasta Street","Alto Paran",122,86599,905903574913,"POINT (0 0)"
215,2,"JESSIE","BANKS","JESSIE.BANKS@sakilacustomer.org",219,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1229 Valencia Parkway","Haskovo",498,99124,352679173732,"POINT (0 0)"
219,2,"WILLIE","HOWELL","WILLIE.HOWELL@sakilacustomer.org",223,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1244 Allappuzha (Alleppey) Place","Buenos Aires",567,20657,991802825778,"POINT (0 0)"
226,2,"MAUREEN","LITTLE","MAUREEN.LITTLE@sakilacustomer.org",230,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"201 Effon-Alaiye Way","Asunción",37,64344,684192903087,"POINT (0 0)"
233,2,"LILLIE","KIM","LILLIE.KIM@sakilacustomer.org",237,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1736 Cavite Place","Qina",216,98775,431770603551,"POINT (0 0)"
254,2,"MAXINE","SILVA","MAXINE.SILVA@sakilacustomer.org",259,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"1338 Zalantun Lane","Minas Gerais",413,45403,840522972766,"POINT (0 0)"
262,2,"PATSY","DAVIDSON","PATSY.DAVIDSON@sakilacustomer.org",267,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"816 Cayenne Parkway","Manab",414,93629,282874611748,"POINT (0 0)"
265,2,"JENNIE","TERRY","JENNIE.TERRY@sakilacustomer.org",270,1,2006-02-14 22:04:36.000,2006-02-15 04:57:20.000,"682 Halisahar Place","Severn Morava",378,20536,475553436330,"POINT (0 0)"
278,2,"BILLIE","HORTON","BILLIE.HORTON@sakilacustomer.org",283,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"457 Tongliao Loop","Bursa",222,56254,880756161823,"POINT (0 0)"
293,2,"MAE","FLETCHER","MAE.FLETCHER@sakilacustomer.org",298,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"44 Najafabad Way","Baskimaa",146,61391,96604821070,"POINT (0 0)"
310,2,"DANIEL","CABRAL","DANIEL.CABRAL@sakilacustomer.org",315,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"543 Bergamo Avenue","Minas Gerais",215,59686,103602195112,"POINT (0 0)"
317,2,"EDWARD","BAUGH","EDWARD.BAUGH@sakilacustomer.org",322,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"1359 Zhoushan Parkway","Streymoyar",545,29763,46568045367,"POINT (0 0)"
319,2,"RONALD","WEINER","RONALD.WEINER@sakilacustomer.org",324,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"1145 Vilnius Manor","Mxico",451,73170,674805712553,"POINT (0 0)"
320,2,"ANTHONY","SCHWAB","ANTHONY.SCHWAB@sakilacustomer.org",325,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"1892 Nabereznyje Telny Lane","Tutuila",516,28396,478229987054,"POINT (0 0)"
348,2,"ROGER","QUINTANILLA","ROGER.QUINTANILLA@sakilacustomer.org",353,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"381 Kabul Way","Taipei",209,87272,55477302294,"POINT (0 0)"
349,2,"JOE","GILLILAND","JOE.GILLILAND@sakilacustomer.org",354,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"953 Hodeida Street","Southern Tagalog",221,18841,53912826864,"POINT (0 0)"
354,2,"JUSTIN","NGO","JUSTIN.NGO@sakilacustomer.org",359,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"519 Nyeri Manor","São Paulo",461,37650,764680915323,"POINT (0 0)"
361,2,"LAWRENCE","LAWTON","LAWRENCE.LAWTON@sakilacustomer.org",366,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"114 Jalib al-Shuyukh Manor","Centre",585,60440,845378657301,"POINT (0 0)"
369,2,"FRED","WHEAT","FRED.WHEAT@sakilacustomer.org",374,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"433 Florencia Street","Chihuahua",250,91330,561729882725,"POINT (0 0)"
374,2,"JEREMY","HURTADO","JEREMY.HURTADO@sakilacustomer.org",379,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"1133 Rizhao Avenue","Pernambuco",572,2800,600264533987,"POINT (0 0)"
375,2,"AARON","SELBY","AARON.SELBY@sakilacustomer.org",380,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"1519 Santiago de los Caballeros Loop","East Kasai",348,22025,409315295763,"POINT (0 0)"
387,2,"JESSE","SCHILLING","JESSE.SCHILLING@sakilacustomer.org",392,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"514 Ife Way","Shaba",315,69973,900235712074,"POINT (0 0)"
388,2,"CRAIG","MORRELL","CRAIG.MORRELL@sakilacustomer.org",393,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"717 Changzhou Lane","Southern Tagalog",104,21615,426255288071,"POINT (0 0)"
394,2,"CHRIS","BROTHERS","CHRIS.BROTHERS@sakilacustomer.org",399,1,2006-02-14 22:04:37.000,2006-02-15 04:57:20.000,"331 Bydgoszcz Parkway","Asturia",181,966,537374465982,"POINT (0 0)"
